name,planet_status,mass,radius,orbital_period,angular_distance,discovered,temp_measured,publication,detection_type,mass_detection_type,radius_detection_type,alternate_names,star_name,ra,dec,mag_v,mag_i,mag_j,mag_h,mag_k,star_distance,star_mass,star_radius,star_age,star_alternate_names
Kepler-60 c,Confirmed,0.01211,0.17,8.9187,,2012,,Published in a refereed paper,Primary Transit,TTV,Primary Transit,"2MASS J19155069+4215540 c, K02086.02, KIC 6768394 c, KOI-2086 c, KOI-2086.02, WISE J191550.69+421554.0  c",Kepler-60,288.961242,42.265011,14.5,,12.804,12.569,,1056.17,1.04,1.26,,"2MASS J19155069+4215540, KIC 6768394, KOI-2086, WISE J191550.69+421554.0"
Kepler-62 c,Confirmed,0.013,0.048,12.4417,,2013,,Published in a refereed paper,Primary Transit,,,"2MASS J18525105+4520595 c, K00701.05, KIC 9002278 c, KOI-701 c, KOI-701.05, WISE J185251.03+452059.0  c",Kepler-62,283.212747,45.349865,14.0,,12.256,11.739,,368.0,0.69,0.64,7.0,"2MASS J18525105+4520595, KIC 9002278, KOI-701, WISE J185251.03+452059.0"
Kepler-62 e,Confirmed,0.113,0.144,122.3874,,2013,,Published in a refereed paper,Primary Transit,,,"2MASS J18525105+4520595 e, K00701.03, KIC 9002278 e, KOI-701 e, KOI-701.03, WISE J185251.03+452059.0  e",Kepler-62,283.212747,45.349865,14.0,,12.256,11.739,,368.0,0.69,0.64,7.0,"2MASS J18525105+4520595, KIC 9002278, KOI-701, WISE J185251.03+452059.0"
Kepler-62 d,Confirmed,0.044,0.174,18.16406,,2013,,Published in a refereed paper,Primary Transit,,,"2MASS J18525105+4520595 d, K00701.01, KIC 9002278 d, KOI-701 d, KOI-701.01, WISE J185251.03+452059.0  d",Kepler-62,283.212747,45.349865,14.0,,12.256,11.739,,368.0,0.69,0.64,7.0,"2MASS J18525105+4520595, KIC 9002278, KOI-701, WISE J185251.03+452059.0"
Kepler-62 f,Confirmed,0.11,0.126,267.291,,2013,,Published in a refereed paper,Primary Transit,,,"2MASS J18525105+4520595 f, K00701.04, KIC 9002278 f, KOI-701 f, KOI-701.04, WISE J185251.03+452059.0  f",Kepler-62,283.212747,45.349865,14.0,,12.256,11.739,,368.0,0.69,0.64,7.0,"2MASS J18525105+4520595, KIC 9002278, KOI-701, WISE J185251.03+452059.0"
Kepler-62 b,Confirmed,0.03,0.117,5.714932,,2013,,Published in a refereed paper,Primary Transit,,,"2MASS J18525105+4520595 b, K00701.02, KIC 9002278 b, KOI-701 b, KOI-701.02, WISE J185251.03+452059.0  b",Kepler-62,283.212747,45.349865,14.0,,12.256,11.739,,368.0,0.69,0.64,7.0,"2MASS J18525105+4520595, KIC 9002278, KOI-701, WISE J185251.03+452059.0"
Kepler-63 b,Confirmed,0.378,0.545,9.4341505,,2013,,Published in a refereed paper,Primary Transit,,,"2MASS J19165428+4932535 b, K00063.01, KIC 11554435 b, KOI-63 b, KOI-63.01, WISE J191654.29+493253.6  b",Kepler-63,289.226179,49.548203,12.02,,10.399,10.096,,200.0,0.98,0.9,0.21,"TYC 3550-458-1, 2MASS J19165428+4932535, KIC 11554435, KOI-63, WISE J191654.29+493253.6"
Kepler-64 (AB) b,Confirmed,0.53,0.553,138.506,,2013,,Published in a refereed paper,Primary Transit,,," PH1 (AB) b, KIC 4862625 (AB) b",Kepler-64 (AB),298.2167,39.955,,,,,,,1.93,1.7,,KIC 4862625 (AB)
Kepler-65 d,Confirmed,0.034,0.136,8.13123,,2012,,Published in a refereed paper,Primary Transit,TTV,,"2MASS J19144528+4109042 d, K00085.03, KIC 5866724 d, KOI-85 d, KOI-85.03, TYC 3125-976-1 d, WISE J191445.29+410904.0  d",Kepler-65,288.6887,41.151173,11.018,10.882,10.066,9.852,9.806,306.39,1.25,1.41,2.9,"KOI 85, KIC 5866724, 2MASS J19144528+4109042, KOI-85, TYC 3125-976-1, WISE J191445.29+410904.0"
Kepler-66 b,Confirmed,0.047,0.25,17.815815,,2013,,Published in a refereed paper,Primary Transit,Theoretical,Primary Transit,"2MASS J19355557+4641158 b, K01958.01, KIC 9836149 b, KOI-1958 b, KOI-1958.01, WISE J193555.58+464116.0  b",Kepler-66,293.981569,46.687748,15.3,,14.021,13.689,,1107.0,1.04,0.97,1.0,"2MASS J19355557+4641158, KIC 9836149, KOI-1958, WISE J193555.58+464116.0"
Kepler-67 b,Confirmed,0.047,0.262,15.7259,,2013,,Published in a refereed paper,Primary Transit,Theoretical,Primary Transit,"2MASS J19363680+4609591 b, K02115.01, KIC 9532052 b, KOI-2115 b, KOI-2115.01, WISE J193636.77+460958.8 b",Kepler-67,294.153336,46.166438,16.4,,14.741,14.341,,1107.0,0.86,0.78,1.0,"2MASS J19363680+4609591, KIC 9532052, KOI-2115, WISE J193636.77+460958.8"
Kepler-68 b,Confirmed,0.02407,0.206,5.3988,,2013,,Published in a refereed paper,Primary Transit,,,"2MASS J19240775+4902249 b, K00246.01, KIC 11295426 b, KOI-246 b, KOI-246.01, Kepler-68 A b, TYC 3551-189-1 b, WISE J192407.75+490224.8  b",Kepler-68,291.032305,49.040272,,,8.975,8.662,,144.77,1.08,1.24,6.3,"2MASS J19240775+4902249, KIC 11295426, KOI-246, Kepler-68 A, TYC 3551-189-1, WISE J192407.75+490224.8"
Kepler-68 c,Confirmed,0.00642,0.0827,9.6051,,2013,,Published in a refereed paper,Primary Transit,,,"2MASS J19240775+4902249 c, K00246.02, KIC 11295426 c, KOI-246 c, KOI-246.02, Kepler-68 A c, TYC 3551-189-1 c, WISE J192407.75+490224.8  c",Kepler-68,291.032305,49.040272,,,8.975,8.662,,144.77,1.08,1.24,6.3,"2MASS J19240775+4902249, KIC 11295426, KOI-246, Kepler-68 A, TYC 3551-189-1, WISE J192407.75+490224.8"
Kepler-7 b,Confirmed,0.441,1.622,4.8854892,,2009,,Published in a refereed paper,Primary Transit,,,"2MASS J19141956+4105233 b, K00097.01, KIC 5780885 b, KOI-97 b, KOI-97.01, WISE J191419.55+410523.1  b",Kepler-7,288.581516,41.0898,,,11.833,11.601,,947.46,1.36,1.97,3.5,"2MASS J19141956+4105233, KIC 5780885, KOI-97, WISE J191419.55+410523.1"
Kepler-74 b,Confirmed,0.63,0.96,7.340711,,2013,,Published in a refereed paper,Primary Transit,,,"KOI-200 b, 2MASS J19322220+4121198 b, K00200.01, KIC 6046540 b, KOI-200.01, WISE J193222.20+412119.7  b",Kepler-74,293.092525,41.355523,14.23,,13.306,13.008,,1218.33,1.18,1.12,0.8,"2MASS J19322220+4121198, KIC 6046540, KOI-200, WISE J193222.20+412119.7"
Kepler-75 b,Confirmed,10.1,1.05,8.8849116,,2013,,Published in a refereed paper,Primary Transit,,,"KOI-889 b, 2MASS J19243302+3634385 b, K00889.01, KIC 757450 b, KOI-889.01, WISE J192433.02+363438.3 b",Kepler-75,291.137593,36.577386,15.0,,13.665,13.262,,855.5,0.91,0.89,6.2,"2MASS J19243302+3634385, KIC 757450, KOI-889, WISE J192433.02+363438.3"
Kepler-76 b,Confirmed,2.01,1.36,1.5449298,,2013,,Published in a refereed paper,Default,,,"2MASS J19364610+3937084 b, K01658.01, KIC 4570949 b, KOI-1658 b, KOI-1658.01, WISE J193646.10+393708.3  b",Kepler-76,294.192118,39.619003,14.0,,12.343,12.134,,842.87,1.2,1.32,,"2MASS J19364610+3937084, KIC 4570949, KOI-1658, WISE J193646.10+393708.3"
Kepler-77 b,Confirmed,0.43,0.96,3.57878087,,2013,,Published in a refereed paper,Primary Transit,,,"2MASS J19182590+4420435 b, K00127.01, KIC 8359498 b, KOI-127 b, KOI-127.01, WISE J191825.91+442043.5  b",Kepler-77,289.607956,44.345425,15.0,,12.758,12.444,,570.0,0.95,0.99,7.5,"2MASS J19182590+4420435, KIC 8359498, KOI-127, WISE J191825.91+442043.5"
Kepler-78 b,Confirmed,0.00619,0.1,0.35500744,,2013,,Published in a refereed paper,Primary Transit,,,"2MASS J19345800+4426539 b, KIC 8435766 b, Kepler-78 A b, WISE J193458.03+442653.7  b",Kepler-78,293.74169,44.44833,12.0,,10.184,9.675,,124.82,0.84,0.75,,"2MASS J19345800+4426539, KIC 8435766, Kepler-78 A, WISE J193458.03+442653.7"
Kepler-79 b,Confirmed,0.0343,0.31,13.4845,,2012,,Announced on a website,Primary Transit,,,"2MASS J20020411+4422536 b, K00152.03, KIC 8394721 b, KOI-152 b, KOI-152.03, WISE J200204.12+442253.3  b",Kepler-79,300.517131,44.38158,14.11,,12.913,12.653,,1051.43,1.17,1.3,3.44,"KOI-152, 2MASS J20020411+4422536, KIC 8394721, WISE J200204.12+442253.3"
Kepler-79 c,Confirmed,0.019,0.332,27.4029,,2012,,Published in a refereed paper,Primary Transit,,,"2MASS J20020411+4422536 c, K00152.02, KIC 8394721 c, KOI-152 c, KOI-152.02, WISE J200204.12+442253.3  c",Kepler-79,300.517131,44.38158,14.11,,12.913,12.653,,1051.43,1.17,1.3,3.44,"KOI-152, 2MASS J20020411+4422536, KIC 8394721, WISE J200204.12+442253.3"
Kepler-79 d,Confirmed,0.019,0.639,52.0902,,2014,,Announced on a website,Primary Transit,,,"2MASS J20020411+4422536 d, K00152.01, KIC 8394721 d, KOI-152 d, KOI-152.01, WISE J200204.12+442253.3  d",Kepler-79,300.517131,44.38158,14.11,,12.913,12.653,,1051.43,1.17,1.3,3.44,"KOI-152, 2MASS J20020411+4422536, KIC 8394721, WISE J200204.12+442253.3"
Kepler-79 e,Confirmed,0.013,0.311,81.0659,,2014,,Announced on a website,Primary Transit,,,"2MASS J20020411+4422536 e, K00152.04, KIC 8394721 e, KOI-152 e, KOI-152.04, WISE J200204.12+442253.3  e",Kepler-79,300.517131,44.38158,14.11,,12.913,12.653,,1051.43,1.17,1.3,3.44,"KOI-152, 2MASS J20020411+4422536, KIC 8394721, WISE J200204.12+442253.3"
Kepler-8 b,Confirmed,0.59,1.416,3.5224991,3.6e-05,2010,,Announced on a professional conference,Primary Transit,,,"2MASS J18450914+4227038 b, K00010.01, KIC 6922244 b, KOI-10 b, KOI-10.01, WISE J184509.14+422703.9  b",Kepler-8,281.288118,42.45108,13.9,,12.576,12.324,,1052.9,1.21,1.49,3.84,"2MASS J18450914+4227038, KIC 6922244, KOI-10, WISE J184509.14+422703.9"
Kepler-80 d,Confirmed,0.02124,0.136,3.07222,,2014,,Published in a refereed paper,Primary Transit,TTV,,"KOI-500 d, 2MASS J19442701+3958436 d, K00500.03, KIC 4852528 d, KOI-500.03, WISE J194427.01+395843.5  d",Kepler-80,296.112564,39.978779,15.0,,12.954,12.354,,357.0,0.73,0.68,2.0,"KOI-500, 2MASS J19442701+3958436, KIC 4852528, WISE J194427.01+395843.5"
Kepler-80 e,Confirmed,0.01299,0.143,4.64489,,2014,,Published in a refereed paper,Primary Transit,TTV,,"KOI-500 e, 2MASS J19442701+3958436 e, K00500.04, KIC 4852528 e, KOI-500.04, WISE J194427.01+395843.5  e",Kepler-80,296.112564,39.978779,15.0,,12.954,12.354,,357.0,0.73,0.68,2.0,"KOI-500, 2MASS J19442701+3958436, KIC 4852528, WISE J194427.01+395843.5"
Kepler-80 b,Confirmed,0.0218,0.238,7.05246,,2012,,Published in a refereed paper,Primary Transit,TTV,,"KOI-500 b, 2MASS J19442701+3958436 b, K00500.01, KIC 4852528 b, KOI-500.01, WISE J194427.01+395843.5  b",Kepler-80,296.112564,39.978779,15.0,,12.954,12.354,,357.0,0.73,0.68,2.0,"KOI-500, 2MASS J19442701+3958436, KIC 4852528, WISE J194427.01+395843.5"
Kepler-80 c,Confirmed,0.02121,0.244,9.52355,,2012,,Published in a refereed paper,Primary Transit,TTV,Primary Transit,"KOI-500 c, 2MASS J19442701+3958436 c, K00500.02, KIC 4852528 c, KOI-500.02, WISE J194427.01+395843.5  c",Kepler-80,296.112564,39.978779,15.0,,12.954,12.354,,357.0,0.73,0.68,2.0,"KOI-500, 2MASS J19442701+3958436, KIC 4852528, WISE J194427.01+395843.5"
Kepler-82 b,Confirmed,0.03823,0.363,26.44,,2012,,Published in a refereed paper,Primary Transit,,Primary Transit,"KOI-880 b, 2MASS J19312961+4257580 b, K00880.01, KIC 7366258 b, KOI-880.01, WISE J193129.62+425758.0  b",Kepler-82,292.87339,42.966137,,,13.879,13.527,13.518,927.97,0.91,0.9,,"KOI-880, KIC 7366258, 2MASS J19312961+4257580 , 2MASS J19312961+4257580, WISE J193129.62+425758.0"
Kepler-82 c,Confirmed,0.04373,0.476,51.54,,2012,,Published in a refereed paper,Primary Transit,,Primary Transit,"2MASS J19312961+4257580 c, K00880.02, KIC 7366258 c, KOI-880 c, KOI-880.02, WISE J193129.62+425758.0  c",Kepler-82,292.87339,42.966137,,,13.879,13.527,13.518,927.97,0.91,0.9,,"KOI-880, KIC 7366258, 2MASS J19312961+4257580 , 2MASS J19312961+4257580, WISE J193129.62+425758.0"
Kepler-85 c,Confirmed,0.059,0.194,12.513,,2012,,Published in a refereed paper,Primary Transit,,,"2MASS J19235362+4517251 c, K02038.02, KIC 8950568 c, KOI-2038 c, KOI-2038.02, WISE J192353.62+451725.0  c",Kepler-85,290.973429,45.290318,15.0,,13.552,13.192,,782.09,0.95,0.89,,"2MASS J19235362+4517251, KIC 8950568, KOI-2038, WISE J192353.62+451725.0"
Kepler-85 b,Confirmed,0.0465,0.176,8.306,,2012,,Published in a refereed paper,Primary Transit,,,"2MASS J19235362+4517251 b, K02038.01, KIC 8950568 b, KOI-2038 b, KOI-2038.01, WISE J192353.62+451725.0  b",Kepler-85,290.973429,45.290318,15.0,,13.552,13.192,,782.09,0.95,0.89,,"2MASS J19235362+4517251, KIC 8950568, KOI-2038, WISE J192353.62+451725.0"
Kepler-86 b,Confirmed,0.34235,0.8466,282.5254,,2013,,Published in a refereed paper,Primary Transit,Spectrum,,"KIC-12735740 b, PH-2 b",Kepler-86,289.7625,51.9625,,,,,,,0.94,1.0,,"KIC 12735740, PH2"
Kepler-87 b,Confirmed,1.02,1.204,114.73635,,2013,,Published in a refereed paper,Primary Transit,,,"2MASS J19514005+4657544 b, K01574.01, KIC 10028792 b, KOI-1574 b, KOI-1574.01, WISE J195140.04+465754.4  b",Kepler-87,297.916877,46.96513,15.0,,13.389,13.033,,1277.88,1.1,1.82,7.5,"KOI-1574, 2MASS J19514005+4657544, KIC 10028792, WISE J195140.04+465754.4"
Kepler-87 c,Confirmed,0.02,0.548,191.2318,,2013,,Published in a refereed paper,Primary Transit,,,"2MASS J19514005+4657544 c, K01574.02, KIC 10028792 c, KOI-1574 c, KOI-1574.02, WISE J195140.04+465754.4  c",Kepler-87,297.916877,46.96513,15.0,,13.389,13.033,,1277.88,1.1,1.82,7.5,"KOI-1574, 2MASS J19514005+4657544, KIC 10028792, WISE J195140.04+465754.4"
Kepler-9 d,Confirmed,0.016518264481,0.146,1.592851,,2010,,Published in a refereed paper,Primary Transit,,,"2MASS J19021775+3824032 d, K00377.03, KIC 3323887 d, KOI-377 d, KOI-377.03, WISE J190217.77+382402.9  d",Kepler-9,285.573981,38.400892,13.9,,12.71,12.391,,614.0,1.02,0.96,2.0,"2MASS J19021775+3824032, KIC 3323887, KOI-377, WISE J190217.77+382402.9"
Kepler-9 b,Confirmed,0.13655,0.74,19.23891,,2010,,Published in a refereed paper,Primary Transit,,,"2MASS J19021775+3824032 b, K00377.01, KIC 3323887 b, KOI-377 b, KOI-377.01, WISE J190217.77+382402.9  b",Kepler-9,285.573981,38.400892,13.9,,12.71,12.391,,614.0,1.02,0.96,2.0,"2MASS J19021775+3824032, KIC 3323887, KOI-377, WISE J190217.77+382402.9"
Kepler-9 c,Confirmed,0.09408,0.721,38.9853,,2010,,Published in a refereed paper,Primary Transit,,,"2MASS J19021775+3824032 c, K00377.02, KIC 3323887 c, KOI-377 c, KOI-377.02, WISE J190217.77+382402.9  c",Kepler-9,285.573981,38.400892,13.9,,12.71,12.391,,614.0,1.02,0.96,2.0,"2MASS J19021775+3824032, KIC 3323887, KOI-377, WISE J190217.77+382402.9"
Kepler-91 b,Confirmed,0.81,1.367,6.24658,,2013,,Published in a refereed paper,Primary Transit,,,"2MASS J19024148+4407002 b, K02133.01, KIC 8219268 b, KOI-2133 b, KOI-2133.01, WISE J190241.49+440700.3 b",Kepler-91,285.672872,44.116734,12.9,,10.79,10.235,,1344.56,1.31,6.3,4.86,"2MASS J19024148+4407002, KIC 8219268, KOI-2133, WISE J190241.49+440700.3"
Kepler-93 b,Confirmed,0.0143,0.14,4.72674,,2014,,Published in a refereed paper,Primary Transit,,,"2MASS J19254039+3840204 b, K00069.01, KIC 3544595 b, KOI-69 b, KOI-69.01, WISE J192540.36+384020.4  b",Kepler-93,291.418281,38.672354,,,8.771,8.446,,96.18,1.09,0.98,6.6,"2MASS J19254039+3840204, KIC 3544595, KOI-69, WISE J192540.36+384020.4"
KOI-12 b,Confirmed,1.1,1.23,17.855182,,2015,,Published in a refereed paper,Primary Transit,Spectrum,Primary Transit,"KOI-12 b, 2MASS J19494889+4100395 b, K00012.01, KIC 05812701 b, KOI-12.01, Kepler-448 b, TYC 3140-349-1 b, WISE J194948.89+410039.6 b",KOI-12,297.453731,41.010991,11.51,,10.461,10.287,,403.99,1.5,1.4,1.5,"KOI-12, 2MASS J19494889+4100395, KIC 5812701, Kepler-448, TYC 3140-349-1, WISE J194948.89+410039.6"
KOI-1257 b,Confirmed,1.45,0.94,86.647661,,2014,,Published in a refereed paper,Primary Transit,,,"KOI-1257 b, 2MASS J19245404+4455385 b, K01257.01, KIC 8751933 b, KOI-1257 A b, KOI-1257.01, Kepler-420 b, WISE J192454.01+445538.5 b",KOI-1257,291.22518,44.927383,,,13.222,12.827,,900.0,0.99,1.13,9.3,"KOI-1257, 2MASS J19245404+4455385, KIC 8751933, KOI-1257 A, Kepler-420, WISE J192454.01+445538.5"
KOI-13 b,Confirmed,9.28,1.512,1.763588,,2011,2750.0,Published in a refereed paper,Primary Transit,Spectrum,Primary Transit,"KOI-13.01, Kepler-13 b, KOI-13 b, 2MASS J19075308+4652061 b, K00013.01, KIC 9941662 b, KOI-13 A b, Kepler-13 A b, WISE J190753.08+465205.8  b, TOI-1161 b",KOI-13,286.971199,46.868362,10.0,,9.466,9.455,,415.0,1.72,1.74,,"2MASS J19075308+4652061, KIC 9941662, KOI-13 A, Kepler-13, Kepler-13 A, WISE J190753.08+465205.8"
KOI-1599.02,Confirmed,0.02832,0.17,13.6088,,2019,,Published in a refereed paper,Primary Transit,TTV,Primary Transit,"K01599.01, 2MASS J19532972+4037063 b, KIC 5474613 b, Kepler-1659 b, WISE J195329.69+403706.1 b",KOI-1599,298.373847,40.618421,,14.565,13.631,13.266,13.238,1168.99,1.02,0.97,,"KIC 5474613, 2MASS J19532972+4037063, KOI-1599, Kepler-1659, WISE J195329.69+403706.1"
KOI-1599.01,Confirmed,0.01447,0.17,20.4415,,2019,,Published in a refereed paper,Primary Transit,TTV,Primary Transit,"K01599.02, 2MASS J19532972+4037063 c, KIC 5474613 c, Kepler-1659 c, WISE J195329.69+403706.1 c",KOI-1599,298.373847,40.618421,,14.565,13.631,13.266,13.238,1168.99,1.02,0.97,,"KIC 5474613, 2MASS J19532972+4037063, KOI-1599, Kepler-1659, WISE J195329.69+403706.1"
KOI-1783 b,Confirmed,0.2234,0.7904,134.4786723,,2017,,Published in a refereed paper,Primary Transit,Radial Velocity,,"2MASS J19172193+4659176 b, K01783.01, KIC 10005758 b, Kepler-1662 b, TIC 159051209 b, WISE J191721.95+465917.6 b",KOI-1783,289.341414,46.988243,,13.774,12.917,12.654,12.621,887.81,1.08,1.14,,"KIC 10005758, 2MASS J19172193+4659176, Kepler-1662, TIC 159051209, WISE J191721.95+465917.6"
KOI-1783 c,Confirmed,0.0472,0.4853,284.060953,,2017,,Published in a refereed paper,TTV,Radial Velocity,Primary Transit,"2MASS J19172193+4659176 c, KIC 10005758 c, Kepler-1662 c, TIC 159051209 c, WISE J191721.95+465917.6 c, K01783.02",KOI-1783,289.341414,46.988243,,13.774,12.917,12.654,12.621,887.81,1.08,1.14,,"KIC 10005758, 2MASS J19172193+4659176, Kepler-1662, TIC 159051209, WISE J191721.95+465917.6"
KOI-3680 b,Confirmed,1.93,0.99,141.241671,,2018,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,"K03680.01, 2MASS J19330757+4518348 b, KIC 9025971 b, KOI-3680.01, Kepler-1657 b, WISE J193307.57+451834.8 b",KOI-3680,293.281566,45.309677,,14.325,13.384,13.041,13.101,946.59,1.01,0.96,3.2,"KOI-3680, 2MASS J19330757+4518348, KIC 9025971, Kepler-1657, WISE J193307.57+451834.8"
KOI-415 b,Confirmed,62.14,0.79,166.78805,,2013,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,"KIC 6289650 b, 2MASS J19331345+4136229 b",KOI-415,293.306039937,41.6063793667,,,13.049,12.67,12.66,962.56,0.94,1.25,10.5,"2MASS J19331345+4136229, KIC 6289650"
KOI-55 b,Confirmed,0.0014,0.068,0.240104,5e-06,2011,,Published in a refereed paper,Default,Theoretical,,"KOI-55 b, 2MASS J19452546+4105339 b, KIC 5807616 b, Kepler-70 b, WISE J194525.47+410534.7 b",KOI-55,296.356105,41.092755,14.87,,15.356,15.593,,1180.0,0.5,0.2,0.0184,"KOI-55, 2MASS J19452546+4105339, KIC 5807616, Kepler-70, WISE J194525.47+410534.7"
KOI-55 c,Confirmed,0.0021,0.077,0.342887,6e-06,2011,,Published in a refereed paper,Default,,,"KOI-55 c, 2MASS J19452546+4105339 c, KIC 5807616 c, Kepler-70 c, WISE J194525.47+410534.7 c",KOI-55,296.356105,41.092755,14.87,,15.356,15.593,,1180.0,0.5,0.2,0.0184,"KOI-55, 2MASS J19452546+4105339, KIC 5807616, Kepler-70, WISE J194525.47+410534.7"
Kepler-89 c,Confirmed,0.049,0.385,10.423648,,2013,,Published in a refereed paper,Primary Transit,,,"2MASS J19491993+4153280 c, K00094.02, KIC 6462863 c, KOI-94 A c, KOI-94.02, Kepler-89 A c, Kepler-89 c, WISE J194919.96+415327.9  c, KOI-94 c",KOI-94,297.333057,41.891117,12.4,,11.218,10.957,,483.65,1.28,1.52,3.16,"KOI-94, 2MASS J19491993+4153280, KIC 6462863, KOI-94 A, Kepler-89, Kepler-89 A, WISE J194919.96+415327.9"
Kepler-89 d,Confirmed,0.334,1.005,22.342989,,2013,,Published in a refereed paper,Primary Transit,,,"2MASS J19491993+4153280 d, K00094.01, KIC 6462863 d, KOI-94 A d, KOI-94.01, Kepler-89 A d, Kepler-89 d, WISE J194919.96+415327.9  d, KOI-94 d",KOI-94,297.333057,41.891117,12.4,,11.218,10.957,,483.65,1.28,1.52,3.16,"KOI-94, 2MASS J19491993+4153280, KIC 6462863, KOI-94 A, Kepler-89, Kepler-89 A, WISE J194919.96+415327.9"
Kepler-89 b,Confirmed,0.033,0.153,3.743208,,2013,,Published in a refereed paper,Primary Transit,,,"2MASS J19491993+4153280 b, K00094.04, KIC 6462863 b, KOI-94 A b, KOI-94.04, Kepler-89 A b, Kepler-89 b, WISE J194919.96+415327.9  b, KOI-94 b",KOI-94,297.333057,41.891117,12.4,,11.218,10.957,,483.65,1.28,1.52,3.16,"KOI-94, 2MASS J19491993+4153280, KIC 6462863, KOI-94 A, Kepler-89, Kepler-89 A, WISE J194919.96+415327.9"
Kepler-89 e,Confirmed,0.11,0.585,54.32031,,2013,,Published in a refereed paper,Primary Transit,,,"2MASS J19491993+4153280 e, K00094.03, KIC 6462863 e, KOI-94 A e, KOI-94.03, Kepler-89 A e, Kepler-89 e, WISE J194919.96+415327.9  e, KOI-94 e",KOI-94,297.333057,41.891117,12.4,,11.218,10.957,,483.65,1.28,1.52,3.16,"KOI-94, 2MASS J19491993+4153280, KIC 6462863, KOI-94 A, Kepler-89, Kepler-89 A, WISE J194919.96+415327.9"
KPS-1 b,Confirmed,1.09,1.03,1.706291,,2018,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,KPS-1,165.16666668,64.963888919,13.0,,,,,,0.892,0.907,,2MASS11004017+6457504
L 98-59 b,Confirmed,0.0013,0.0758,2.2531136,,2018,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,TOI-175 b,L 98-59,122.533333336,-68.313055572,11.7,,,,,10.623,0.32,0.291,,TOI-175
L 98-59 c,Confirmed,0.00698,0.12356,3.6906777,,2018,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,TOI-175 c,L 98-59,122.533333336,-68.313055572,11.7,,,,,10.623,0.32,0.291,,TOI-175
L 98-59 d,Confirmed,0.0061,0.1357,7.4507245,,2018,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,TOI-175 d,L 98-59,122.533333336,-68.313055572,11.7,,,,,10.623,0.32,0.291,,TOI-175
LHS 1478 b,Confirmed,0.00733,0.1106,1.9495378,,2021,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,TOI-1640,LHS 1478,44.325000006,76.553611125,13.0,,,,,18.21,0.236,0.246,,TOI-1640
LHS 1678 b,Confirmed,0.00019,0.06209,0.8602322,,2021,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,TOI-696 b,LHS 1678,68.1789866289,-39.7908744112,12.0,,,,,19.89,0.345,0.329,,TOI-696
LHS 1678 c,Confirmed,0.00123,0.08761,3.694237,,2021,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,TOI-696 c,LHS 1678,68.1789866289,-39.7908744112,12.0,,,,,19.89,0.345,0.329,,TOI-696
LHS 1815 b,Confirmed,0.0132,0.09707,3.81433,,2020,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,TOI-704 b,LHS 1815,91.08333334,-55.313055572,12.2,,,,,29.87,0.502,0.501,,TOI-704
LP 714-47 b,Confirmed,0.0969,0.419,4.052037,,2020,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,TOI-442 b,LP 714-47,64.191666682,-12.085000003,10.0,,,,,52.7,0.59,0.584,,TOI-442
LP 890-9 b,Confirmed,0.0415,0.1178,2.7299025,,2022,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,"TOI-4306 b, SPECULOOS-2 b",LP 890-9,64.129166677,-28.31472224,18.0,,,,,32.33,0.118,0.1556,7.2,"TOI-4306, SPECULOOS-2"
LP 890-9 c,Confirmed,0.0796,0.12196,8.457463,,2022,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,"TOI-4306 c, SPECULOOS-2 c",LP 890-9,64.129166677,-28.31472224,18.0,,,,,32.33,0.118,0.1556,7.2,"TOI-4306, SPECULOOS-2"
LTT 3780 b,Confirmed,0.00982,0.11883,0.7683881,,2020,,Published in a refereed paper,Primary Transit,Spectrum,Primary Transit,"TOI-732 b, LP 729-54 b",LTT 3780,154.645833345,-11.717777793,13.0,,,,,21.981,0.401,0.374,,"TOI-732, LP 729-54"
LTT 3780 c,Confirmed,0.0267,0.205,12.252048,,2020,,Published in a refereed paper,Primary Transit,Spectrum,Primary Transit,"TOI-732 c, LP 729-54 c",LTT 3780,154.645833345,-11.717777793,13.0,,,,,21.981,0.401,0.374,,"TOI-732, LP 729-54"
MASCARA-1 b,Confirmed,3.7,1.5,2.14878,,2017,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,HD 201585 b,MASCARA-1,317.551551671,10.7388750191,8.3,,,,,188.7,1.72,2.1,1.0,HD 201585
MASCARA-2 b/KELT-20 b,Confirmed,3.518,1.83,3.4741085,,2017,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,"HD 185603 b, MASCARA-2 b",MASCARA-2,294.662500013,31.219166673,3.0,,,,,,1.89,1.6,0.2,HD 185603
